COD;Valor Pedido;Cidade;Data da Venda;COD Cliente
AB1020;R$ 1,00;Curitiba;11/09/2018;271
AB1022;R$ 3,00;Rio de Janeiro;11/09/2018;744
AB1015;R$ 3,00;Curitiba;11/09/2018;293
AB1024;R$ 5,00;Porto Alegre;11/09/2018;436
AB1007;R$ 5,00;Curitiba;11/09/2018;526
AB1009;R$ 4,00;Goiânia;11/09/2018;562
AB1013;R$ 1,00;Nova Iguaço;11/09/2018;33
AB1017;R$ 5,00;Guarulhos;11/09/2018;184
AB1011;R$ 4,00;Fortaleza;11/09/2018;781
AB1003;R$ 3,00;Guarulhos;11/09/2018;341
AB1016;R$ 5,00;Goiânia;11/09/2018;438
AB1018;R$ 4,00;Campinas;11/09/2018;395
AB1014;R$ 4,00;Fortaleza;11/09/2018;553
AB1017;R$ 2,00;Porto Alegre;11/09/2018;668
AB1008;R$ 2,00;Salvador;11/09/2018;156
AB1015;R$ 2,00;Fortaleza;11/09/2018;802
AB1020;R$ 5,00;São Paulo;11/09/2018;53
AB1016;R$ 2,00;Goiânia;12/09/2018;562
AB1019;R$ 3,00;Belo Horizonte;12/09/2018;542
AB1012;R$ 4,00;Belo Horizonte;12/09/2018;590
AB1005;R$ 1,00;Recife;12/09/2018;459
AB1019;R$ 4,00;Niterói;12/09/2018;146
AB1018;R$ 3,00;Campinas;12/09/2018;199
AB1004;R$ 4,00;Rio de Janeiro;12/09/2018;558
AB1012;R$ 3,00;Fortaleza;12/09/2018;286
AB1006;R$ 5,00;Guarulhos;12/09/2018;311
AB1007;R$ 1,00;Belo Horizonte;12/09/2018;613
AB1009;R$ 3,00;Belo Horizonte;12/09/2018;397
AB1009;R$ 3,00;Recife;12/09/2018;805
AB1008;R$ 4,00;Nova Iguaço;12/09/2018;569
AB1004;R$ 3,00;Guarulhos;12/09/2018;479
AB1023;R$ 5,00;Goiânia;12/09/2018;387
AB1006;R$ 4,00;Niterói;12/09/2018;276
AB1024;R$ 5,00;Porto Alegre;12/09/2018;361
AB1024;R$ 4,00;Recife;12/09/2018;32
AB1011;R$ 4,00;Rio de Janeiro;12/09/2018;771
AB1006;R$ 2,00;Guarulhos;12/09/2018;502
AB1024;R$ 5,00;Curitiba;12/09/2018;93
AB1016;R$ 4,00;Recife;12/09/2018;597
AB1013;R$ 3,00;São Paulo;12/09/2018;541
AB1005;R$ 5,00;Guarulhos;12/09/2018;153
AB1001;R$ 1,00;São Paulo;12/09/2018;617
AB1003;R$ 2,00;Nova Iguaço;12/09/2018;24
AB1003;R$ 5,00;Salvador;12/09/2018;100
AB1024;R$ 4,00;Recife;12/09/2018;70
AB1018;R$ 4,00;São Paulo;12/09/2018;650
AB1008;R$ 1,00;Rio de Janeiro;12/09/2018;134
AB1015;R$ 4,00;Guarulhos;12/09/2018;479
AB1017;R$ 4,00;Salvador;12/09/2018;264
AB1023;R$ 1,00;Niterói;12/09/2018;454
AB1017;R$ 3,00;Porto Alegre;13/09/2018;378
AB1005;R$ 4,00;Guarulhos;13/09/2018;393
AB1013;R$ 2,00;Goiânia;13/09/2018;614
AB1005;R$ 4,00;Guarulhos;13/09/2018;596
AB1009;R$ 2,00;Campinas;13/09/2018;639
AB1009;R$ 2,00;Niterói;13/09/2018;486
AB1019;R$ 2,00;Guarulhos;13/09/2018;344
AB1023;R$ 1,00;Goiânia;13/09/2018;116
AB1007;R$ 4,00;Goiânia;13/09/2018;759
AB1016;R$ 3,00;Niterói;13/09/2018;546
AB1018;R$ 4,00;Belo Horizonte;13/09/2018;190
AB1016;R$ 1,00;Curitiba;13/09/2018;628
AB1016;R$ 1,00;Porto Alegre;13/09/2018;811
AB1021;R$ 2,00;Nova Iguaço;13/09/2018;585
AB1003;R$ 3,00;Fortaleza;13/09/2018;735
AB1008;R$ 2,00;Recife;13/09/2018;595
AB1015;R$ 4,00;Fortaleza;13/09/2018;507
AB1015;R$ 5,00;Campinas;13/09/2018;265
AB1022;R$ 2,00;Curitiba;13/09/2018;66
AB1001;R$ 3,00;Recife;13/09/2018;321
AB1006;R$ 5,00;Goiânia;13/09/2018;815
AB1018;R$ 4,00;Campinas;13/09/2018;607
AB1003;R$ 4,00;São Paulo;13/09/2018;446
AB1019;R$ 2,00;Belo Horizonte;13/09/2018;475
AB1024;R$ 5,00;Niterói;13/09/2018;798
AB1004;R$ 2,00;Nova Iguaço;13/09/2018;384
AB1016;R$ 1,00;Nova Iguaço;13/09/2018;384
AB1004;R$ 3,00;Recife;13/09/2018;603
AB1002;R$ 1,00;Goiânia;13/09/2018;296
AB1010;R$ 2,00;Recife;14/09/2018;822
AB1001;R$ 3,00;Salvador;14/09/2018;54
AB1016;R$ 5,00;Rio de Janeiro;14/09/2018;573
AB1009;R$ 4,00;Curitiba;14/09/2018;66
AB1017;R$ 1,00;Fortaleza;14/09/2018;657
AB1003;R$ 2,00;Belo Horizonte;14/09/2018;385
AB1005;R$ 1,00;Recife;14/09/2018;304
AB1008;R$ 2,00;Recife;14/09/2018;335
AB1017;R$ 1,00;Nova Iguaço;14/09/2018;78
AB1007;R$ 4,00;Recife;14/09/2018;597
AB1020;R$ 2,00;Belo Horizonte;14/09/2018;388
AB1013;R$ 5,00;Goiânia;14/09/2018;738
AB1005;R$ 5,00;Guarulhos;14/09/2018;433
AB1023;R$ 4,00;Curitiba;14/09/2018;705
AB1008;R$ 5,00;São Paulo;14/09/2018;540
AB1014;R$ 2,00;Campinas;14/09/2018;638
AB1021;R$ 5,00;Belo Horizonte;14/09/2018;80
AB1023;R$ 3,00;Fortaleza;14/09/2018;91
AB1014;R$ 5,00;São Paulo;14/09/2018;224
AB1013;R$ 1,00;Rio de Janeiro;14/09/2018;589
AB1010;R$ 3,00;Nova Iguaço;14/09/2018;402
AB1012;R$ 2,00;Goiânia;14/09/2018;225
AB1003;R$ 1,00;Nova Iguaço;15/09/2018;711
AB1003;R$ 3,00;Nova Iguaço;15/09/2018;556
AB1023;R$ 5,00;Fortaleza;15/09/2018;519
AB1016;R$ 5,00;Guarulhos;15/09/2018;205
AB1005;R$ 3,00;Nova Iguaço;15/09/2018;308
AB1022;R$ 2,00;Rio de Janeiro;15/09/2018;52
AB1012;R$ 3,00;Belo Horizonte;15/09/2018;786
AB1021;R$ 2,00;Guarulhos;15/09/2018;47
AB1007;R$ 4,00;Recife;15/09/2018;603
AB1011;R$ 1,00;Niterói;15/09/2018;473
AB1019;R$ 5,00;São Paulo;15/09/2018;650
AB1014;R$ 1,00;Fortaleza;15/09/2018;519
AB1020;R$ 5,00;Niterói;15/09/2018;94
AB1003;R$ 3,00;Porto Alegre;15/09/2018;143
AB1017;R$ 2,00;Nova Iguaço;15/09/2018;681
AB1004;R$ 4,00;Guarulhos;16/09/2018;205
AB1012;R$ 5,00;Recife;16/09/2018;5
AB1006;R$ 3,00;Curitiba;16/09/2018;560
AB1008;R$ 3,00;Curitiba;16/09/2018;526
AB1017;R$ 5,00;Campinas;16/09/2018;423
AB1018;R$ 1,00;Curitiba;16/09/2018;498
AB1019;R$ 5,00;Fortaleza;16/09/2018;113
AB1004;R$ 2,00;Belo Horizonte;16/09/2018;383
AB1012;R$ 4,00;São Paulo;16/09/2018;316
AB1005;R$ 1,00;Belo Horizonte;16/09/2018;385
AB1005;R$ 3,00;Goiânia;16/09/2018;315
AB1005;R$ 3,00;Recife;16/09/2018;297
AB1009;R$ 5,00;Campinas;16/09/2018;36
AB1003;R$ 5,00;Goiânia;16/09/2018;88
AB1024;R$ 5,00;Nova Iguaço;16/09/2018;455
AB1021;R$ 3,00;Curitiba;16/09/2018;210
AB1022;R$ 2,00;Salvador;16/09/2018;787
AB1005;R$ 3,00;Nova Iguaço;16/09/2018;516
AB1010;R$ 4,00;Salvador;16/09/2018;156
AB1003;R$ 2,00;Nova Iguaço;16/09/2018;579
AB1003;R$ 1,00;Guarulhos;16/09/2018;538
AB1018;R$ 5,00;São Paulo;16/09/2018;79
AB1014;R$ 5,00;Campinas;16/09/2018;439
AB1013;R$ 3,00;Fortaleza;16/09/2018;612
AB1012;R$ 1,00;Goiânia;16/09/2018;685
AB1008;R$ 5,00;Porto Alegre;16/09/2018;181
AB1003;R$ 2,00;Curitiba;16/09/2018;619
AB1013;R$ 2,00;Guarulhos;16/09/2018;233
AB1009;R$ 3,00;Salvador;16/09/2018;482
AB1024;R$ 1,00;Salvador;16/09/2018;16
AB1020;R$ 3,00;Fortaleza;17/09/2018;263
AB1007;R$ 4,00;Guarulhos;17/09/2018;629
AB1006;R$ 5,00;Rio de Janeiro;17/09/2018;694
AB1007;R$ 1,00;Rio de Janeiro;17/09/2018;558
AB1005;R$ 3,00;Porto Alegre;17/09/2018;474
AB1013;R$ 2,00;Belo Horizonte;17/09/2018;123
AB1012;R$ 4,00;Rio de Janeiro;17/09/2018;804
AB1008;R$ 4,00;Goiânia;17/09/2018;685
AB1008;R$ 2,00;São Paulo;17/09/2018;737
AB1011;R$ 1,00;Nova Iguaço;17/09/2018;78
AB1023;R$ 2,00;Rio de Janeiro;17/09/2018;572
AB1009;R$ 1,00;Salvador;17/09/2018;559
AB1002;R$ 4,00;Fortaleza;17/09/2018;113
AB1020;R$ 1,00;Porto Alegre;17/09/2018;72
AB1015;R$ 2,00;Goiânia;17/09/2018;352
AB1015;R$ 1,00;Salvador;17/09/2018;692
AB1010;R$ 1,00;Nova Iguaço;17/09/2018;472
AB1007;R$ 2,00;Recife;17/09/2018;676
AB1019;R$ 2,00;Guarulhos;17/09/2018;56
AB1007;R$ 5,00;Campinas;17/09/2018;709
AB1006;R$ 2,00;Guarulhos;17/09/2018;524
AB1008;R$ 3,00;Goiânia;17/09/2018;147
AB1022;R$ 5,00;Nova Iguaço;17/09/2018;782
AB1008;R$ 4,00;Guarulhos;17/09/2018;623
AB1007;R$ 1,00;Porto Alegre;17/09/2018;606
AB1013;R$ 2,00;Belo Horizonte;17/09/2018;475
AB1009;R$ 2,00;Belo Horizonte;17/09/2018;409
AB1023;R$ 4,00;Salvador;17/09/2018;174
AB1006;R$ 2,00;Goiânia;17/09/2018;414
AB1019;R$ 5,00;Salvador;17/09/2018;481
AB1001;R$ 3,00;Niterói;17/09/2018;236
AB1004;R$ 2,00;Curitiba;17/09/2018;7
AB1003;R$ 4,00;São Paulo;17/09/2018;320
AB1019;R$ 3,00;Curitiba;18/09/2018;720
AB1010;R$ 5,00;Campinas;18/09/2018;635
AB1010;R$ 5,00;Niterói;18/09/2018;73
AB1012;R$ 4,00;Guarulhos;18/09/2018;623
AB1006;R$ 3,00;Fortaleza;18/09/2018;157
AB1011;R$ 3,00;Campinas;18/09/2018;722
AB1004;R$ 1,00;Niterói;18/09/2018;514
AB1016;R$ 5,00;Rio de Janeiro;18/09/2018;44
AB1010;R$ 2,00;Curitiba;18/09/2018;345
AB1007;R$ 5,00;Belo Horizonte;18/09/2018;186
AB1018;R$ 4,00;Guarulhos;18/09/2018;26
AB1023;R$ 4,00;Curitiba;18/09/2018;714
AB1010;R$ 4,00;Fortaleza;18/09/2018;703
AB1003;R$ 2,00;Rio de Janeiro;18/09/2018;284
AB1017;R$ 5,00;Guarulhos;18/09/2018;340
AB1007;R$ 2,00;Salvador;18/09/2018;761
AB1019;R$ 3,00;Niterói;18/09/2018;807
AB1009;R$ 3,00;Salvador;18/09/2018;232
AB1016;R$ 2,00;Fortaleza;18/09/2018;697
AB1009;R$ 3,00;Belo Horizonte;18/09/2018;613
AB1003;R$ 5,00;Curitiba;18/09/2018;478
AB1004;R$ 3,00;Belo Horizonte;18/09/2018;388
AB1007;R$ 2,00;Recife;18/09/2018;27
AB1015;R$ 1,00;São Paulo;18/09/2018;114
AB1004;R$ 3,00;Guarulhos;18/09/2018;122
AB1011;R$ 3,00;Curitiba;18/09/2018;60
AB1014;R$ 1,00;Nova Iguaço;18/09/2018;530
AB1007;R$ 4,00;Porto Alegre;18/09/2018;328
AB1019;R$ 2,00;Campinas;18/09/2018;192
AB1002;R$ 5,00;Belo Horizonte;18/09/2018;581
AB1023;R$ 4,00;Fortaleza;18/09/2018;599
AB1013;R$ 3,00;Guarulhos;18/09/2018;629
AB1017;R$ 3,00;Guarulhos;18/09/2018;184
AB1001;R$ 5,00;Salvador;18/09/2018;700
AB1019;R$ 1,00;Nova Iguaço;19/09/2018;124
AB1021;R$ 2,00;Campinas;19/09/2018;521
AB1022;R$ 2,00;Rio de Janeiro;19/09/2018;558
AB1013;R$ 4,00;Goiânia;19/09/2018;299
AB1001;R$ 1,00;São Paulo;19/09/2018;49
AB1008;R$ 3,00;Porto Alegre;19/09/2018;159
AB1024;R$ 2,00;Recife;19/09/2018;398
AB1018;R$ 4,00;Guarulhos;19/09/2018;403
AB1001;R$ 5,00;Guarulhos;19/09/2018;136
AB1002;R$ 1,00;Guarulhos;19/09/2018;211
AB1006;R$ 2,00;Goiânia;19/09/2018;274
AB1023;R$ 1,00;São Paulo;19/09/2018;320
AB1010;R$ 1,00;Niterói;19/09/2018;798
AB1014;R$ 4,00;Goiânia;19/09/2018;365
AB1007;R$ 5,00;Salvador;19/09/2018;31
AB1004;R$ 5,00;Fortaleza;20/09/2018;91
AB1024;R$ 5,00;Guarulhos;20/09/2018;187
AB1022;R$ 3,00;São Paulo;20/09/2018;105
AB1006;R$ 5,00;Recife;20/09/2018;234
AB1001;R$ 5,00;Curitiba;20/09/2018;346
AB1010;R$ 1,00;Guarulhos;20/09/2018;399
AB1014;R$ 4,00;Niterói;20/09/2018;401
AB1017;R$ 4,00;Guarulhos;20/09/2018;74
AB1024;R$ 1,00;Guarulhos;20/09/2018;318
AB1023;R$ 3,00;Nova Iguaço;20/09/2018;25
AB1011;R$ 2,00;Salvador;20/09/2018;437
AB1011;R$ 5,00;Curitiba;20/09/2018;498
AB1004;R$ 5,00;São Paulo;20/09/2018;429
AB1021;R$ 2,00;Salvador;20/09/2018;54
AB1006;R$ 4,00;São Paulo;20/09/2018;773
AB1014;R$ 3,00;Guarulhos;20/09/2018;410
AB1024;R$ 4,00;São Paulo;20/09/2018;316
AB1015;R$ 5,00;Rio de Janeiro;20/09/2018;377
AB1004;R$ 4,00;Guarulhos;20/09/2018;126
AB1014;R$ 2,00;Goiânia;20/09/2018;299
AB1021;R$ 1,00;Guarulhos;20/09/2018;341
AB1022;R$ 5,00;Belo Horizonte;20/09/2018;154
AB1020;R$ 5,00;Nova Iguaço;20/09/2018;490
AB1007;R$ 1,00;Rio de Janeiro;20/09/2018;694
AB1020;R$ 3,00;Guarulhos;20/09/2018;233
AB1005;R$ 4,00;Porto Alegre;21/09/2018;522
AB1024;R$ 1,00;Goiânia;21/09/2018;527
AB1009;R$ 5,00;Guarulhos;21/09/2018;47
AB1005;R$ 2,00;Guarulhos;21/09/2018;440
AB1022;R$ 2,00;Belo Horizonte;21/09/2018;631
AB1004;R$ 5,00;Campinas;21/09/2018;663
AB1011;R$ 2,00;Rio de Janeiro;21/09/2018;443
AB1020;R$ 2,00;São Paulo;21/09/2018;725
AB1016;R$ 1,00;São Paulo;21/09/2018;209
AB1001;R$ 5,00;Guarulhos;21/09/2018;341
AB1015;R$ 2,00;Rio de Janeiro;21/09/2018;362
AB1014;R$ 1,00;Campinas;21/09/2018;618
AB1019;R$ 4,00;Niterói;21/09/2018;73
AB1014;R$ 3,00;Campinas;21/09/2018;300
AB1019;R$ 5,00;Niterói;21/09/2018;710
AB1011;R$ 5,00;Guarulhos;21/09/2018;126
AB1008;R$ 4,00;Fortaleza;21/09/2018;557
AB1015;R$ 2,00;Niterói;21/09/2018;118
AB1020;R$ 5,00;Guarulhos;21/09/2018;287
AB1007;R$ 2,00;Nova Iguaço;21/09/2018;78
AB1023;R$ 2,00;São Paulo;21/09/2018;303
AB1002;R$ 5,00;Fortaleza;21/09/2018;461
AB1003;R$ 1,00;Guarulhos;21/09/2018;302
AB1006;R$ 2,00;Fortaleza;21/09/2018;366
AB1008;R$ 4,00;Salvador;21/09/2018;198
AB1020;R$ 3,00;Guarulhos;21/09/2018;630
AB1006;R$ 5,00;Campinas;21/09/2018;505
AB1007;R$ 2,00;Porto Alegre;21/09/2018;166
AB1017;R$ 3,00;Nova Iguaço;21/09/2018;627
AB1013;R$ 1,00;Guarulhos;21/09/2018;440
AB1004;R$ 5,00;Porto Alegre;21/09/2018;669
AB1012;R$ 4,00;Guarulhos;21/09/2018;340
AB1022;R$ 4,00;Belo Horizonte;21/09/2018;721
AB1023;R$ 4,00;Nova Iguaço;21/09/2018;736
AB1017;R$ 3,00;Guarulhos;22/09/2018;126
AB1001;R$ 2,00;São Paulo;22/09/2018;776
AB1014;R$ 3,00;São Paulo;22/09/2018;753
AB1019;R$ 3,00;Campinas;22/09/2018;36
AB1017;R$ 4,00;Curitiba;22/09/2018;338
AB1006;R$ 3,00;Curitiba;22/09/2018;493
AB1008;R$ 3,00;Guarulhos;22/09/2018;205
AB1006;R$ 3,00;Guarulhos;22/09/2018;561
AB1021;R$ 3,00;Salvador;22/09/2018;769
AB1010;R$ 3,00;São Paulo;22/09/2018;725
AB1002;R$ 5,00;Recife;22/09/2018;297
AB1022;R$ 3,00;Recife;22/09/2018;494
AB1016;R$ 4,00;Guarulhos;22/09/2018;467
AB1016;R$ 5,00;Campinas;22/09/2018;36
AB1010;R$ 4,00;Salvador;22/09/2018;787
AB1012;R$ 3,00;Rio de Janeiro;22/09/2018;625
AB1016;R$ 4,00;Recife;22/09/2018;5
AB1011;R$ 2,00;São Paulo;22/09/2018;140
AB1008;R$ 5,00;Guarulhos;22/09/2018;260
AB1002;R$ 1,00;Porto Alegre;22/09/2018;489
AB1003;R$ 5,00;Goiânia;22/09/2018;463
AB1015;R$ 1,00;Niterói;22/09/2018;94
AB1013;R$ 1,00;Guarulhos;22/09/2018;372
AB1011;R$ 1,00;Belo Horizonte;22/09/2018;693
AB1012;R$ 3,00;Salvador;22/09/2018;109
AB1010;R$ 3,00;Guarulhos;22/09/2018;587
AB1009;R$ 3,00;Nova Iguaço;22/09/2018;690
AB1011;R$ 4,00;Rio de Janeiro;22/09/2018;226
AB1024;R$ 4,00;Campinas;22/09/2018;819
AB1010;R$ 1,00;Rio de Janeiro;22/09/2018;155
AB1006;R$ 4,00;Niterói;22/09/2018;71
AB1023;R$ 2,00;Rio de Janeiro;23/09/2018;817
AB1018;R$ 5,00;Rio de Janeiro;23/09/2018;125
AB1016;R$ 3,00;Campinas;23/09/2018;427
AB1007;R$ 5,00;São Paulo;23/09/2018;303
AB1007;R$ 5,00;Rio de Janeiro;23/09/2018;3
AB1008;R$ 4,00;Goiânia;23/09/2018;182
AB1019;R$ 4,00;Campinas;23/09/2018;96
AB1019;R$ 4,00;Guarulhos;23/09/2018;126
AB1019;R$ 3,00;Rio de Janeiro;23/09/2018;531
AB1022;R$ 2,00;Belo Horizonte;23/09/2018;80
AB1001;R$ 2,00;Porto Alegre;23/09/2018;794
AB1009;R$ 3,00;Salvador;23/09/2018;252
AB1018;R$ 1,00;Salvador;23/09/2018;34
AB1008;R$ 5,00;Goiânia;23/09/2018;685
AB1011;R$ 4,00;Recife;23/09/2018;268
AB1005;R$ 1,00;Guarulhos;23/09/2018;630
AB1005;R$ 5,00;Salvador;23/09/2018;482
AB1018;R$ 2,00;Porto Alegre;23/09/2018;112
AB1009;R$ 5,00;Niterói;23/09/2018;30
AB1017;R$ 2,00;Rio de Janeiro;23/09/2018;462
AB1001;R$ 3,00;Curitiba;23/09/2018;442
AB1013;R$ 2,00;Salvador;23/09/2018;551
AB1017;R$ 2,00;Niterói;23/09/2018;94
AB1024;R$ 4,00;São Paulo;24/09/2018;310
AB1006;R$ 4,00;São Paulo;24/09/2018;235
AB1001;R$ 5,00;Niterói;24/09/2018;688
AB1003;R$ 2,00;Guarulhos;24/09/2018;479
AB1022;R$ 1,00;São Paulo;24/09/2018;57
AB1013;R$ 2,00;Salvador;24/09/2018;646
AB1022;R$ 2,00;Recife;24/09/2018;805
AB1013;R$ 3,00;Rio de Janeiro;24/09/2018;28
AB1007;R$ 1,00;Guarulhos;24/09/2018;212
AB1002;R$ 1,00;São Paulo;24/09/2018;665
AB1001;R$ 5,00;Recife;24/09/2018;321
AB1002;R$ 5,00;Nova Iguaço;24/09/2018;420
AB1011;R$ 5,00;Nova Iguaço;24/09/2018;33
AB1018;R$ 3,00;Recife;24/09/2018;373
AB1001;R$ 1,00;São Paulo;24/09/2018;310
AB1003;R$ 1,00;Belo Horizonte;24/09/2018;383
AB1019;R$ 4,00;Niterói;24/09/2018;473
AB1020;R$ 1,00;Niterói;24/09/2018;273
AB1017;R$ 2,00;Fortaleza;24/09/2018;802
AB1024;R$ 5,00;Guarulhos;24/09/2018;48
AB1014;R$ 3,00;Nova Iguaço;25/09/2018;231
AB1003;R$ 3,00;Curitiba;25/09/2018;293
AB1002;R$ 4,00;Nova Iguaço;25/09/2018;19
AB1021;R$ 2,00;Campinas;25/09/2018;510
AB1016;R$ 2,00;Salvador;25/09/2018;237
AB1005;R$ 1,00;Curitiba;25/09/2018;217
AB1003;R$ 3,00;São Paulo;25/09/2018;772
AB1003;R$ 3,00;Curitiba;25/09/2018;714
AB1010;R$ 4,00;Curitiba;25/09/2018;741
AB1011;R$ 3,00;Guarulhos;25/09/2018;393
AB1020;R$ 4,00;Campinas;25/09/2018;677
AB1019;R$ 3,00;Guarulhos;25/09/2018;62
AB1021;R$ 1,00;Salvador;25/09/2018;769
AB1004;R$ 5,00;Goiânia;25/09/2018;518
AB1019;R$ 2,00;Rio de Janeiro;25/09/2018;771
AB1014;R$ 5,00;Salvador;25/09/2018;481
AB1009;R$ 2,00;Niterói;25/09/2018;473
AB1019;R$ 1,00;Campinas;25/09/2018;640
AB1020;R$ 3,00;Campinas;25/09/2018;656
AB1020;R$ 5,00;Belo Horizonte;25/09/2018;724
AB1005;R$ 1,00;Recife;25/09/2018;370
AB1006;R$ 3,00;Nova Iguaço;25/09/2018;604
AB1008;R$ 1,00;Recife;25/09/2018;555
AB1009;R$ 2,00;Recife;25/09/2018;197
AB1007;R$ 1,00;Niterói;25/09/2018;546
AB1017;R$ 2,00;Porto Alegre;25/09/2018;522
AB1012;R$ 4,00;São Paulo;25/09/2018;450
AB1008;R$ 4,00;Salvador;25/09/2018;692
AB1008;R$ 5,00;Recife;25/09/2018;729
AB1014;R$ 1,00;Niterói;25/09/2018;131
AB1015;R$ 5,00;Nova Iguaço;25/09/2018;647
AB1010;R$ 1,00;Goiânia;26/09/2018;682
AB1010;R$ 5,00;Fortaleza;26/09/2018;735
AB1012;R$ 1,00;São Paulo;26/09/2018;617
AB1020;R$ 3,00;Belo Horizonte;26/09/2018;520
AB1001;R$ 5,00;Guarulhos;26/09/2018;440
AB1005;R$ 2,00;São Paulo;26/09/2018;484
AB1014;R$ 1,00;Curitiba;26/09/2018;22
AB1019;R$ 4,00;Campinas;26/09/2018;2
AB1012;R$ 2,00;Campinas;26/09/2018;722
AB1003;R$ 1,00;São Paulo;26/09/2018;69
AB1004;R$ 5,00;Salvador;26/09/2018;792
AB1003;R$ 1,00;Guarulhos;26/09/2018;272
AB1017;R$ 5,00;Niterói;26/09/2018;454
AB1001;R$ 1,00;Porto Alegre;26/09/2018;267
AB1006;R$ 2,00;Salvador;26/09/2018;752
AB1020;R$ 3,00;Niterói;26/09/2018;495
AB1014;R$ 3,00;Campinas;26/09/2018;110
AB1012;R$ 1,00;Belo Horizonte;26/09/2018;186
AB1003;R$ 2,00;Rio de Janeiro;26/09/2018;325
AB1002;R$ 2,00;Belo Horizonte;26/09/2018;483
AB1001;R$ 3,00;Guarulhos;26/09/2018;241
AB1008;R$ 4,00;Guarulhos;26/09/2018;142
AB1009;R$ 2,00;Recife;26/09/2018;27
AB1002;R$ 2,00;Nova Iguaço;26/09/2018;701
AB1011;R$ 5,00;São Paulo;26/09/2018;665
AB1021;R$ 1,00;São Paulo;27/09/2018;50
AB1023;R$ 1,00;Fortaleza;27/09/2018;269
AB1014;R$ 5,00;Nova Iguaço;27/09/2018;690
AB1017;R$ 2,00;Belo Horizonte;27/09/2018;80
AB1017;R$ 1,00;Belo Horizonte;27/09/2018;721
AB1022;R$ 2,00;Niterói;27/09/2018;381
AB1020;R$ 2,00;Curitiba;27/09/2018;643
AB1011;R$ 3,00;Nova Iguaço;27/09/2018;24
AB1020;R$ 2,00;Belo Horizonte;27/09/2018;506
AB1014;R$ 5,00;Nova Iguaço;27/09/2018;578
AB1024;R$ 3,00;Goiânia;27/09/2018;291
AB1011;R$ 3,00;Rio de Janeiro;27/09/2018;248
AB1004;R$ 2,00;Rio de Janeiro;27/09/2018;377
AB1012;R$ 3,00;Porto Alegre;27/09/2018;436
AB1012;R$ 2,00;Porto Alegre;27/09/2018;644
AB1019;R$ 2,00;Porto Alegre;27/09/2018;189
AB1011;R$ 1,00;Salvador;27/09/2018;109
AB1003;R$ 1,00;Goiânia;27/09/2018;173
AB1009;R$ 3,00;Rio de Janeiro;27/09/2018;325
AB1013;R$ 1,00;Nova Iguaço;27/09/2018;124
AB1022;R$ 3,00;Guarulhos;27/09/2018;356
AB1013;R$ 1,00;Fortaleza;27/09/2018;612
AB1005;R$ 3,00;São Paulo;27/09/2018;408
AB1006;R$ 5,00;Guarulhos;27/09/2018;496
AB1016;R$ 2,00;Fortaleza;27/09/2018;286
AB1002;R$ 3,00;Porto Alegre;27/09/2018;203
AB1004;R$ 5,00;Goiânia;27/09/2018;161
AB1021;R$ 1,00;Guarulhos;27/09/2018;41
AB1005;R$ 5,00;Curitiba;27/09/2018;1
AB1020;R$ 4,00;Salvador;27/09/2018;692
AB1014;R$ 3,00;Fortaleza;28/09/2018;113
AB1008;R$ 1,00;Salvador;28/09/2018;31
AB1013;R$ 5,00;Guarulhos;28/09/2018;287
AB1004;R$ 5,00;Fortaleza;28/09/2018;740
AB1022;R$ 4,00;Rio de Janeiro;28/09/2018;76
AB1008;R$ 4,00;Rio de Janeiro;28/09/2018;377
AB1018;R$ 3,00;Curitiba;28/09/2018;346
AB1008;R$ 3,00;Campinas;28/09/2018;138
AB1010;R$ 2,00;Curitiba;28/09/2018;619
AB1022;R$ 1,00;Guarulhos;28/09/2018;302
AB1015;R$ 3,00;Fortaleza;28/09/2018;565
AB1013;R$ 3,00;Curitiba;28/09/2018;240
AB1004;R$ 5,00;Salvador;28/09/2018;264
AB1007;R$ 3,00;Guarulhos;28/09/2018;536
AB1011;R$ 3,00;Salvador;28/09/2018;275
AB1010;R$ 5,00;Belo Horizonte;28/09/2018;483
AB1018;R$ 4,00;Curitiba;28/09/2018;705
AB1016;R$ 3,00;Salvador;28/09/2018;482
AB1014;R$ 5,00;Salvador;28/09/2018;593
AB1021;R$ 4,00;Salvador;28/09/2018;301
AB1012;R$ 5,00;Campinas;28/09/2018;677
AB1010;R$ 4,00;Campinas;28/09/2018;552
AB1013;R$ 1,00;Campinas;29/09/2018;96
AB1009;R$ 3,00;Campinas;29/09/2018;289
AB1015;R$ 5,00;Guarulhos;29/09/2018;184
AB1004;R$ 4,00;Salvador;29/09/2018;583
AB1022;R$ 2,00;São Paulo;29/09/2018;641
AB1014;R$ 4,00;Rio de Janeiro;29/09/2018;462
AB1003;R$ 3,00;São Paulo;29/09/2018;408
AB1019;R$ 1,00;Salvador;29/09/2018;31
AB1018;R$ 4,00;Recife;29/09/2018;449
AB1016;R$ 2,00;Fortaleza;29/09/2018;480
AB1016;R$ 2,00;Nova Iguaço;29/09/2018;574
AB1011;R$ 5,00;Belo Horizonte;29/09/2018;123
AB1004;R$ 3,00;Fortaleza;29/09/2018;719
AB1008;R$ 1,00;São Paulo;29/09/2018;408
AB1019;R$ 1,00;Recife;29/09/2018;322
AB1023;R$ 1,00;Goiânia;29/09/2018;349
AB1010;R$ 1,00;Salvador;29/09/2018;396
AB1011;R$ 4,00;São Paulo;29/09/2018;312
